-55.928,2.6565
-56.84,2.86195
-57.751,3.06735
-58.663,3.2728
-59.575,3.47825
-60.487,3.6837
-61.398,3.8891
-62.31,4.09455
-63.222,4.3
-64.133,4.5054
-65.045,4.71085
-65.957,4.9163
-66.868,5.1215
-67.78,5.327
-68.692,5.5325
-69.603,5.738
-70.515,5.9435
-71.427,6.149
-72.339,6.3545
-73.25,6.56
-74.162,6.765
-75.074,6.9705
-75.985,7.176
-76.897,7.3815
-77.809,7.587
-78.72,7.7925
-79.632,7.998
-80.544,8.203
-81.456,8.4085
-82.367,8.614
-83.279,8.8195
-84.191,9.025
-85.102,9.2305
-86.014,9.436
-86.926,9.6415
-87.837,9.8465
-88.749,10.052
-89.661,10.2575
-90.572,10.463
-91.484,10.6685
-92.396,10.874
-93.308,11.0795
-94.219,11.285
-95.131,11.49
-96.043,11.6955
-96.954,11.901
-97.866,12.1065
-98.778,12.312
-99.689,12.5175
-100.6,12.723
-101.51,12.928
-102.42,13.1335
-103.34,13.339
-104.25,13.5445
-105.16,13.75
-106.07,13.9555
-106.98,14.161
-107.89,14.3665
-108.81,14.5715
-109.72,14.777
-110.63,14.9825
-111.54,15.188
-112.45,15.3935
-113.36,15.599
-114.28,15.8045
-115.19,16.01
-116.1,16.215
-117.01,16.4205
-117.92,16.626
-118.83,16.8315
-119.75,17.037
-120.66,17.2425
-121.57,17.448
-122.48,17.653
-123.39,17.8585
-124.31,18.064
-125.22,18.2695
-126.13,18.475
-127.04,18.6805
-127.95,18.886
-128.86,19.0915
-129.78,19.2965
-130.69,19.502
-131.6,19.7075
-132.51,19.913
-133.42,20.1185
-134.33,20.324
-135.25,20.5295
-136.16,20.735
-137.07,20.94
-137.98,21.1455
-138.89,21.351
-139.8,21.5565
-140.72,21.762
-141.63,21.9675
-142.54,22.173
-143.45,22.378
-144.36,22.5835
-145.27,22.789
-146.19,22.9945
-147.1,23.2
-148.01,23.4055
-148.92,23.611
-149.83,23.8165
-150.74,24.0215
-151.66,24.227
-152.57,24.4325
-153.48,24.638
-154.39,24.8435
-155.3,25.049
-156.21,25.2545
-157.13,25.4595
-158.04,25.665
-158.95,25.8705
-159.86,26.076
-160.77,26.2815
-161.68,26.487
-162.6,26.6925
-163.51,26.898
